No,Title,Artist,BPM,ENERGY,DANCE,LOUD,VALENCE,LENGTH,ACOUSTIC,GENRE,KATEGORI EMOSI,Cover_url
1,Suket Teki,Didi Kempot,132,48,70,-12,86,4:39,55,Dangdut,sad,https://lh3.googleusercontent.com/u/0/d/1t1fSq4Bc3n1vx6slqHvoeVHevEBZu21D
2,Margaret (feat. Bleachers),Lana Del Rey,104,25,34,-13,19,5:40,97,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1ZKFn79i5EBViUNBowjsrLOivOTp2zA6T
3,Young And Beautiful,Lana Del Rey,114,42,32,-9,15,3:58,26,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1eFMPQP9h9pti1ZNerRmADn6kkXDd4d4U
4,to be with me,Nadhif Basalamah,100,39,66,-9,59,3:39,43,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1t5f8g0hHiVB1oMhNjlIBZahXmGnkoSWB
5,That Should Be Me,Justin Bieber,140,60,55,-6,23,3:52,20,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1mFaij1Q69SvIqNVBnud-Vs9lLlrszbHr
6,You'll Be in My Heart,NIKI,188,61,49,-9,63,4:03,6,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1P9_egAO83BkSwHT4NYCF_w6XRb4a0UNh
7,Who Knows,Daniel Caesar,121,26,67,-15,39,3:46,76,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1TEEICCyxqAPVDy2bZ8xHa-HadWxGwGXv
8,I Can Do It With a Broken Heart,Taylor Swift,130,75,70,-8,22,3:42,12,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1UD2j_gFeLSqnpf8M-3amRNOyQinwcVnK
9,Fast Times,Sabrina Carpenter,132,67,72,-5,74,3:05,7,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1ChZaGxmw425FmEbpw-7oSoqhhqus7ehB
10,Manot,Happy Asmara,125,61,73,-8,59,6:33,56,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/16IThyX01XEkFKwXgOs8gB14MvBSlIh_o
11,Negoro Angin,Denny Caknan,125,74,58,-6,48,5:07,35,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1YqcQgd5nEiRZO9GSftXBGq1TTDC2Xlxa
12,Sanes,Guyon Waton,130,64,61,-9,54,5:41,18,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1AU023fuwo0ZZTQW4S-WTjsEtiCKoPdRw
13,Sang Dewi,Lyodra,82,58,34,-5,32,4:08,55,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1KK0kBdxlzUz5FEdVQvQlEbg-kXrIQOdB
14,Tanjung Mas Ninggal Janji,Denny Caknan,131,77,41,-6,45,5:09,21,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1LmtvVsVyJ_ygIxWtkBR2vsqwmhZRDFeN
15,My Heart,Acha Septriasa,89,37,39,-9,12,4:29,56,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1ZhV2CrY597UW2dUPrzZv3u8Q1AZPrO5W
16,Sumpah Dan Cinta Matiku,Nidji,147,50,36,-8,13,6:11,73,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1gNvY-CfhclXI0NaHPo0bDyG0OeSX0p3U
17,Mangu,Fourtwnty,94,33,53,-8,18,4:22,60,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1ioWgTVkV9EOP-gqsDTq8B8adOeC6XqcM
18,"Bercinta Lewat Kata - From ""Jatuh Cinta Seperti di Film-Film""",Donne Maula,120,30,60,-12,37,2:50,92,Dangdut,relaxed,https://lh3.googleusercontent.com/u/0/d/1osMkiillFBmSHFHH2eRBP9hEP1s0UESD
19,Apakah Itu Cinta,Ipank,100,57,52,-6,34,5:59,35,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1eJjd0iipBVoEoahnr3RPfa95ELEVlnVa
20,Berona,Rizky Febian,95,66,67,-8,71,3:21,9,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1bJcC7Gqz0-md6ynwHUejnpiRAzOACF9i
21,Roses,The Chainsmokers,100,80,71,-7,34,3:50,4,Electronic,happy,https://lh3.googleusercontent.com/u/0/d/1cE4DJXd-EOuRTsLIo7rFIZX5s7esc6He
22,Khayalan,Hivi!,130,85,68,-7,53,4:38,7,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1ZqvuNqI68-tDyLLsAtoTnT1mUf8pWOXw
23,Khayalan Tingkat Tinggi,Noah,140,89,48,-6,69,3:24,3,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1FFL9Mr32FTmp7Esgu_rmGPkm40JXEbX0
24,Dalan Liyane,Guyon Waton,130,54,72,-7,64,4:20,78,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1GAqNVmcOjmd3CNwJhShPkJqDk6_95elY
25,Terakhir Kali,Wijaya 80,132,69,55,-4,32,4:51,19,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1VpikHmBWgDlPEs-wpEjMtdvEQfPYe-dG
26,Terbuang Dalam Waktu,Barasuara,102,69,20,-5,26,5:30,4,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1dH6LOxbo_8GDj52fkvtRAiFWKNNzOm9o
27,Di Akhir Perang,Nadin Amizah,140,57,42,-8,39,3:58,74,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1g4LNsavfia1D8t3C43dO82F78QRZnLpf
28,"Moro Moro Teko - From ""Cidro Asmoro""",Ndarboy Genk,120,78,64,-6,55,5:34,37,Pop Jawa,happy,https://lh3.googleusercontent.com/u/0/d/18lz9l2aFyYodbydty_w32ZioTvNH6Flk
29,Mati-Matian,Mahalini,117,39,44,-6,18,4:04,80,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1yuxLHMOevtg6zK1D48KWS0857b5Uig9Q
30,Nemen,Guyon Waton,132,62,72,-9,64,4:48,18,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1ANZahAXJQdfpcGFFM8kvVU0kNHMMsBto
31,Kleru,Happy Asmara,122,22,54,-10,31,5:54,97,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1Q1-t0L4AmLBlFb8Ozpr3OMr3JcgsI6qg
32,XXL,LANY,151,73,39,-5,51,3:26,1,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1mPfXQ6-eTTcf3X6waxSzxzz-4myusLtJ
33,everything u are,Hindia,156,88,49,-4,55,3:56,3,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/14VBTjyZ7EQ-Pev813TEgbcy3Viq2ci4i
34,Besok Mungkin Kita Sampai,Hindia,95,71,66,-7,49,4:00,18,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1oidP8bAXFkWL52pG7fTvzZ6poWa3MJIj
35,Kita Ke Sana,Hindia,112,82,66,-5,9,4:42,2,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1YTBdTEU-f73Q4HCWfCnn4Zl9Qyww6h36
36,Rumah Ke Rumah,Hindia,116,79,72,-7,49,4:37,46,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1js0MpeeHDGV_nJe0AnOWk9mPviuBmCDR
37,Cincin,Hindia,155,88,53,-4,48,4:26,0,Pop Indo,angry,https://lh3.googleusercontent.com/u/0/d/14NpCRYBcezdMHMzH6PJnKhKfOnVBfNle
38,Nina,.Feast,90,63,46,-6,33,4:38,18,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1gXtBtBafDF73_G51MVyxQqt3ZmYXae33
39,Masalah Masa Depan,Hindia,102,63,77,-6,30,4:46,27,Pop Indo,angry,https://lh3.googleusercontent.com/u/0/d/1crb0DmHPrk-kENolXVO3aPa2LRJCfG5L
40,Evaluasi,Hindia,102,97,61,-4,51,3:22,0,Pop Indo,angry,https://lh3.googleusercontent.com/u/0/d/1FUqnui8Fb6jtwq3sEeWLFkKzXshtK6-G
41,Kamu Jahat Banget,NDX A.K.A.,85,77,43,-8,67,5:02,16,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1s66M18ssKvmFzg-5QOueuvVnsVKg3tPf
42,Runaway Baby,Bruno Mars,164,76,66,-3,82,2:27,26,R&B,happy,https://lh3.googleusercontent.com/u/0/d/1504WjfuyT_lnz0TXVKekKWYByI2LlPBC
43,Sampek Tuwek,Denny Caknan,120,64,71,-5,58,5:20,29,Pop Jawa,happy,https://lh3.googleusercontent.com/u/0/d/1tZYe0nawyDUT7GtOVBCM2wUbJFM-tdSz
44,Wes Tatas,Happy Asmara,131,69,66,-6,55,4:06,8,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1uIKiawtpt7Cz6IaIHrlTHREYm-3QKwjd
45,Best Song Ever,One Direction,118,88,65,-3,49,3:20,2,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1dok9CKomd2laDaXSws2ytDPzOWO4rm1F
46,Cinta 'Kan Membawamu Kembali,Dewa 19,140,19,55,-13,26,4:17,79,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1kNov6hJ8krccrc-DHKZa8m-ImGLusCj7
47,Rasah Nyangkem 3,Happy Asmara,131,68,50,-8,55,4:41,33,Pop Jawa,relaxed,https://lh3.googleusercontent.com/u/0/d/1edVpe6v5SbtM6Gej8x_AwnB0WCXRyK9Z
48,Perfect,Ed Sheeran,95,45,60,-6,17,4:23,16,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1yDNFZmIKtUF_T0fZyRKk6kBsK0Y5a4Sa
49,Layang Kangen,Didi Kempot,140,65,66,-7,87,5:10,8,Dangdut,angry,https://lh3.googleusercontent.com/u/0/d/1IUp_nZS_YMetsK8pDTx2yd762G1vMruI
50,Say Yes To Heaven,Lana Del Rey,100,35,49,-12,14,3:29,68,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1tr5U2w9LH6IFH8U5vWBku-keab11i0vV
51,Nonsense,Sabrina Carpenter,139,70,74,-5,73,2:51,3,Pop,happy,https://lh3.googleusercontent.com/u/0/d/11YHSTWVPZAptn5izhGA4lvEr9WA4MRK3
52,Sssst...,Sore,92,60,54,-7,62,4:29,26,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1ys3GboeW8RDkBeOyp3zEw11n_zVXTbFa
53,Aku Milikmu,Dewa 19,135,69,48,-8,23,5:32,67,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1bF8oLq5dvb_A-4BHNUpPVP-W8yn9IyDu
54,Separuh Nafas,Dewa 19,100,94,57,-6,96,3:43,0,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1tQYqQT7Tl2fhm2c2JS7kydsu9srGHZ9e
55,Dan...,Sheila On 7,125,54,66,-12,54,4:41,16,Rock,sad,https://lh3.googleusercontent.com/u/0/d/14HKzF169vYnf4sUz7c8zRyGMP27rKiEk
56,Kelingan Mantan,NDX A.K.A.,140,78,67,-6,57,3:19,57,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1nMOZiwwyiphChBHVJi5vA5P0GUQ41RqY
57,Cintanya Aku,Tiara Andini,118,34,52,-9,33,3:54,72,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1hmW5tJJwmCq8haucsriDWOYVRwbbKDfq
58,deja vu,Olivia Rodrigo,181,61,44,-7,18,3:36,58,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1TljhrkpC2LJP2K_3XRI-fAFrfo9KypNH
59,18,One Direction,124,58,68,-8,22,4:08,22,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1E-BsA1VlLwSnHaNfJvk9-nDo7OCP8U7I
60,About You,The 1975,96,76,42,-7,46,5:26,31,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1OwVPRUrGu-FGRXc4PHPPoG_aQ1rjjS9R
61,To the Bone,Pamungkas,140,73,67,-7,94,5:47,51,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1SknZHwjOvOLXYaG8a5ymAFhzMI8MdRv6
62,Right Now,One Direction,120,78,65,-5,37,3:22,22,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1-0dk_AsAP9RI52SKOW6vbGxFP8_mJlVZ
63,bellyache,Billie Eilish,100,57,70,-9,41,2:59,46,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1jtoeju4K4d0nv4BZGXVZW9HHjNYgxcFw
64,WILDFLOWER,Billie Eilish,148,25,47,-12,13,4:21,61,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1a3PbPYDiTLWgIwIYaov9S4J6G72SBW4r
65,Mesra-mesraannya kecil-kecilan dulu,Sal Priadi,175,34,36,-13,31,3:29,79,Folk,relaxed,https://lh3.googleusercontent.com/u/0/d/1uc8WaF-VL9tXczmmDCK4QWWMx9mmFuId
66,Gajah,Tulus,173,34,48,-9,52,4:00,85,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/1UyaTiV_HE8yBksI15iFF_DpG-uigVLwr
67,Jatuh Suka,Tulus,89,44,39,-9,36,3:55,67,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/1k4zN1LSCrdXhv4-2zpTYzhhmiBZr9J6p
68,Jangan Paksa Rindu - Beda,Ifan Seventeen,140,58,47,-6,13,4:05,53,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1WoNG0-iKx8mQQfHlF1sPfu4QJigLAGjP
69,Proliman Joyo,Denny Caknan,120,70,66,-4,57,5:15,54,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/18UkHei_NZNFrPqnYBNpJpDG6D5hDNgbm
70,Sewates Konco,Lavora,125,58,60,-9,64,5:49,25,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1Int85j1Rn0IdPUr6BSUxQ_gLUZsucwDr
71,vampire,Olivia Rodrigo,137,53,48,-6,32,3:39,15,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1qaeLimaO4-nFc7RsgiK38vGwX5qeafR3
72,Tegel,La Tasya,140,79,64,-8,73,3:20,61,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1V8ybWnGprNay666VQO3sFORm-j9Yj3Hc
73,Special,SZA,76,20,60,-12,19,2:40,78,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1kRNYwbWkjXIKZEwkNDjyrKGwXaDm6K17
74,Blowing Smoke,Gracie Abrams,140,63,62,-5,37,3:52,26,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1_UUPPfd0QjxfQOgv-cghYHzuybpnKCLL
75,Chemtrails Over The Country Club,Lana Del Rey,201,28,33,-13,43,4:46,88,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/14bdd2WVxFl8v0EGcI3PqDsLruo74wxot
76,Penak Konco,Guyon Waton,130,59,59,-7,49,4:26,74,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1P8WGIB-jIL29mCbQPDC8OHQvky-uQ0q4
77,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,92,47,24,-10,45,1:52,53,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1149PYElv7l2q4VDKmbqCAvfShquqKFb4
78,Please Please Please,Sabrina Carpenter,107,59,67,-6,58,3:07,27,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1Tl1ws2jos0cURvgRu1kHb4LoUVpSwmK5
79,Manchild,Sabrina Carpenter,123,69,73,-5,81,3:33,12,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1VUnee8eStXvoseoHxueHG_c5pef9wVkK
80,Sebatas Teman,Guyon Waton,127,67,73,-6,72,5:05,36,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1Zb60EPshyjvLimCcZ-57eNY-SppMnYgo
81,Low,SZA,145,55,70,-7,34,3:02,43,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1NUjbx0kFh5j1_tisNIXhbuO8Ghm9p_1x
82,Ngeluwihi,Tiara Andini,134,76,73,-6,65,3:24,15,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1JYsid2LaU1KLYNKJaZnjCacpr3WEyQjM
83,When I Was Your Man,Bruno Mars,73,28,61,-9,39,3:34,93,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1C5iU9fYuDkaTJuj9-Ee0lHrwDvszwvtp
84,drop dead,Olivia Rodrigo,130,74,58,-6,68,3:44,22,Rock,happy,https://lh3.googleusercontent.com/u/0/d/161JZDxOJBR6rtgJM-s4beODiigWz8sZa
85,Lover,Taylor Swift,69,54,36,-8,45,3:41,49,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1izZrH2tX44kP4EtpSnH1vRtAEqzUwrx5
86,Mr. Loverman,Ricky Montgomery,130,53,64,-7,49,3:36,25,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1_SbWheradh_oVfWCovP2-52JCWFuL3c2
87,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,98,61,72,-6,16,3:41,39,Hip-Hop,relaxed,https://lh3.googleusercontent.com/u/0/d/153nk8ZtRYfHKMRQeAxUE9XSNuobFy2_3
88,Normal Thing,Gracie Abrams,136,57,47,-10,39,4:02,79,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1tq82CZB_omFdgv1Nw6u0ErUV2nnguUlR
89,Koe Lungo,OMWAWES,100,78,69,-6,57,6:34,6,Pop Jawa,angry,https://lh3.googleusercontent.com/u/0/d/1_lTclyKDA9vQr2dRhWG10K_lRIlaOZJ-
90,Sisa Rasa,Mahalini,122,41,49,-6,15,4:14,51,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1bTcii-iEcwuG9y65WRljvrwIGrRGCz1Z
91,cardigan,Taylor Swift,130,58,61,-9,55,4:00,54,Pop,sad,https://lh3.googleusercontent.com/u/0/d/19o1iejbr01QglUiqtw57CX5_YgvY7LNQ
92,exile (feat. Bon Iver),Taylor Swift,76,38,30,-8,15,4:46,78,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1KH-J7QFYTJjEB8Igtjm4taYe4xelBEGb
93,Lapang Dada,Sheila On 7,94,90,67,-6,70,3:38,43,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1exiGvui8eVVl0RfCXq0M9T7REuVz0O4E
94,Pemuja Rahasia,Sheila On 7,146,69,66,-7,78,3:55,6,Rock,happy,https://lh3.googleusercontent.com/u/0/d/16HAtJ9BAYhKzB8V33r4FfABEvuhrlbSS
95,Good Days,SZA,121,65,46,-9,38,4:37,42,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1fgJm663OMJkt12DzzGkb0UE-bJcYCiU5
96,Nobody Gets Me,SZA,100,28,36,-8,28,3:00,81,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1pOyzNUf0bpb_Z3X8PyyZ66rKkmpNoQkj
97,Kultusan,Sal Priadi,176,22,23,-11,18,5:13,96,Folk,sad,https://lh3.googleusercontent.com/u/0/d/1enXGEfn4iF8AT_cv_fB1-745_PMSZZZb
98,Foto kita blur,Sal Priadi,141,71,67,-8,88,4:31,51,Folk,relaxed,https://lh3.googleusercontent.com/u/0/d/1oXmEmoJhKovzoobNLd-yohUW74fTz3jx
99,Mencintaimu,Sal Priadi,142,27,25,-10,20,4:34,97,Folk,sad,https://lh3.googleusercontent.com/u/0/d/1tPisAgUKuk35jU7oYfx0qQg4v4SgFOBE
100,Ada titik-titik di ujung doa,Sal Priadi,126,53,60,-7,41,5:06,54,Folk,relaxed,https://lh3.googleusercontent.com/u/0/d/1QJll5-7QmCiEc8ESnat8BgldSZD6Gpt2
101,L’AMOUR DE MA VIE,Billie Eilish,145,39,47,-9,31,5:34,20,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1L0XJWZ4A_fhEvp-s3qBdbQvp4x9gyvBF
102,BIRDS OF A FEATHER,Billie Eilish,105,51,75,-10,44,3:31,20,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1Bp5EniDGuz1-kF5uML11gw8LWp0sYpOh
103,KISINAN,Masdddho,130,54,64,-7,49,4:33,65,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1EjUIVbzLPnfm6IYfe-4DTbvX3e3wtBR-
104,Rungkad,Happy Asmara,135,71,74,-7,61,4:28,73,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1flWXWXeEsgJZvZljZuNgI_xjgr1bJzk-
105,Steal The Show,LAUV,92,46,62,-13,42,3:12,33,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1enLNjdYR9gdThVVeGGLzMWE83oK2aPSq
106,Anti-Hero,Taylor Swift,97,65,63,-7,49,3:20,12,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1KrFgUb9se05JTRVw1-v2yBEw9G_Ui7Lr
107,Hening,Chrisye,86,49,54,-7,20,4:28,73,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1FeO7ngS17srxqHnl_-8OYsUnqBsk7r5n
108,drivers license,Olivia Rodrigo,144,43,56,-9,14,4:02,77,Rock,sad,https://lh3.googleusercontent.com/u/0/d/17akwyeO2L3u16ydHC7ZXTu7oBZSsu-Yx
109,Sayangnya,Juicy Luicy,140,35,57,-8,38,4:10,58,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1EaENzdYTzj-7zJFDoFdvpiSSZHvUcG9T
110,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,79,8,39,-18,11,3:42,95,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1sdgcnEOd4vZwxXp4fTzVlJK5_O62zxAr
111,Pamer Bojo,Didi Kempot,140,61,62,-8,81,5:01,61,Dangdut,sad,https://lh3.googleusercontent.com/u/0/d/1Ght54hizggWfv-7GTD_ajAHvbUzKRipk
112,Can't Feel My Face,The Weeknd,108,77,71,-6,58,3:35,11,R&B,happy,https://lh3.googleusercontent.com/u/0/d/11ws3k825nnLaEYVMZvp0h38GBlwovlhZ
113,Paradise,Coldplay,140,59,45,-7,21,4:38,5,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1CqJngFs60cXAuzkuuxcdmZFY4cL1k3kW
114,Sorai,Nadin Amizah,144,24,56,-12,16,4:38,95,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1va-DxE7Q-SzjjuNa4kUT2Z0Tv0uZKAiR
115,Bertaut,Nadin Amizah,119,13,47,-13,12,5:16,93,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1Faz6422mVrZ7cenXqR06hCtlzNXZfrY2
116,Maafkan Aku #terlanjurmencinta,Tiara Andini,137,42,49,-8,13,3:45,73,Pop,sad,https://lh3.googleusercontent.com/u/0/d/110PbDETR5poP9vqiXBW_0oWUdWHbhWeF
117,Penantian Berharga,Rizky Febian,125,56,74,-5,73,3:37,57,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/14mg_F5B_SZ5LKHh30WLxv447udeLXxoN
118,Penyangkalan,For Revenge,77,81,44,-5,52,4:00,0,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1Y4y8mTybGQdIs6kTThk3ptFO4WEu4Fij
119,Gala bunga matahari,Sal Priadi,205,33,34,-10,57,3:29,93,Folk,sad,https://lh3.googleusercontent.com/u/0/d/1BjUyWuIpai58LB9grnVr26kQEbbreZUB
120,Sesi Potret,eńau,160,41,45,-9,33,4:03,15,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1PTh2NQViUsklXRdPAYAhyqPhH6Bt5XS_
121,Shirt,SZA,120,51,85,-8,57,3:01,23,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/15fmafmQVsEZVm5InrhHwBaJs63B05NDb
122,Kill Bill,SZA,89,73,64,-6,43,2:35,5,R&B,angry,https://lh3.googleusercontent.com/u/0/d/1ykZ0A-An7NBvYEywcymh7j_BYeJv4m-u
123,Hari Bersamanya,Sheila On 7,120,68,63,-5,79,3:53,31,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/11cD4_TlXu3KR_9fOl2eQpXgydbfToLEz
124,Menghapus Jejakmu,Peterpan,125,62,82,-11,94,3:03,52,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1cCdjLa3oT4PTY-sNZxuRP7bkorD1yEKy
125,Sharpest Tool,Sabrina Carpenter,91,63,72,-8,59,3:38,48,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1mAWyV0xZD5ZzvoBxDKkU5Cgkc_A1cxjo
126,Tough Love,Gracie Abrams,90,72,55,-4,66,2:49,37,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1zCSYbqmgyci_jnQg2wA9M4G6ypUGzvXF
127,Aku Ikhlas,Aftershine,132,63,64,-6,50,4:36,15,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1aXUMxbRvtQhuAQ1qd5-otrqRHUBVAaeo
128,Anugerah Terindah Yang Pernah Kumiliki,Sheila On 7,144,40,55,-13,35,4:28,1,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/14BPaeXBPQWIJZjZgjwzQdbCkezNTKI6z
129,Monolog,Pamungkas,97,58,48,-9,30,3:26,11,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1PHCRdpQavUxwBiHykjevi91hI9SJWavk
130,Espresso,Sabrina Carpenter,104,76,70,-5,69,2:55,11,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1cDzF0qiGFelaL2qlof0ukCkqLNYoLXP-
131,Serta Mulia,Sal Priadi,109,51,52,-6,37,3:09,34,Folk,relaxed,https://lh3.googleusercontent.com/u/0/d/1TSkzmXluW49r4HPTDNRK6UkNS_fqLaKc
132,Versace on the Floor,Bruno Mars,174,57,58,-6,30,4:21,20,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1keQMFxvU4-RlzHygtHdt2rMFyRbbfEeD
133,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,118,83,65,-5,59,3:11,2,R&B,angry,https://lh3.googleusercontent.com/u/0/d/1twA6oPptejVNze55E9fQEgrE5L5DY-uW
134,Dumes,OMWAWES,135,69,56,-9,60,4:27,4,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1WD3VyxNf4AnSZa2w0jyK6n_L0JL7e_ym
135,Alum,Gildcoustic,127,28,30,-10,19,5:29,86,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1O1iscyJ903PQrzkcv1u0QstY7KhcGBpE
136,Night Changes,One Direction,120,52,67,-8,37,3:46,86,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1BDGFdFkdOFijB-8zwT9JZuxnlNqfv0wX
137,Hey Beautiful,Anjing Dub,138,79,80,-6,54,3:10,16,Reggae,relaxed,https://lh3.googleusercontent.com/u/0/d/1HdUeWo2qLmujN0lesrWmpqgoQ5PmVakw
138,Sacrifice,The Weeknd,122,80,74,-7,91,3:08,3,R&B,angry,https://lh3.googleusercontent.com/u/0/d/1UvOfRCP1Sd0uZP-kG9gRw5Ttg5d8Ei3H
139,Interaksi,Tulus,178,34,46,-8,75,2:53,78,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/14Ds9TC582-aM9l-u01TsjLMp7sVVB3yN
140,Dunia Tipu-Tipu,Yura Yunita,112,33,48,-9,62,3:46,91,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/17vmhu22K5CMkY4hHVxO4QqczAl4L01e9
141,Amin Paling Serius,Sal Priadi,129,27,39,-10,19,5:06,93,Folk,relaxed,https://lh3.googleusercontent.com/u/0/d/1r5v5EhOi_oztNnpjGnr89X65GU7fzcdG
142,Love Yourself,Justin Bieber,100,38,61,-10,52,3:56,84,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1tpx1sGjkjBA05odyDQUCnXF43ZD9r4T4
